frame,id,world_x,world_y,speed_kmh,contact_x,contact_y,method,num_visible_wheels
14,1,5.713680803340422,1.8094006729522805,29.056780183575718,1193,511,keypoint,3
14,2,-3.372485181877692,46.17227130331392,5114.710625604976,920,390,keypoint,3
14,3,8.455352477236488,-49.18437592409735,120.97650942043707,848,311,keypoint,4
14,4,0.2606562103573431,-53.143678998434396,87.8132178077604,951,312,keypoint,4
14,5,3.345275888725231,-27.662652679524484,11.698926793727242,866,255,keypoint,4
14,6,2.885959389586196,-31.756766239781808,11.21439274104052,892,273,keypoint,4
14,7,4.717559620550433,-26.80006120789923,0,822,251,keypoint,4
15,1,5.615028583483169,1.6128820385500815,31.02242744512506,1193,514,keypoint,3
15,2,-2.793983088167102,40.24230265149146,3005.021333309932,922,394,keypoint,3
15,3,8.558190288018412,-50.0692642338083,129.88494887967747,849,312,keypoint,4
15,4,0.43754507981997287,-53.07813786936113,64.93657931441179,949,312,keypoint,4
15,6,3.1226273841005043,-32.56835519210532,19.668317079245853,889,276,keypoint,4
15,7,4.793376255931142,-26.959553214560025,15.893567420564253,821,252,keypoint,4
16,1,5.582921597731972,1.5489238123314937,30.939910233445858,1193,515,keypoint,3
16,2,-2.327165076880582,35.45715804591287,1786.0007427775336,924,398,keypoint,3
16,3,9.13477292799477,-52.881067637907606,145.25919037723483,849,315,keypoint,4
16,4,0.613817819821042,-53.01282502949951,54.59362012672486,947,312,keypoint,4
16,6,3.168023187450934,-32.560526219912624,17.322006814883174,888,276,keypoint,4
16,7,4.802685934912362,-27.130021188047373,15.629273555242776,822,253,keypoint,4
17,1,5.60413245535895,1.5451428729642065,30.11343798060008,1194,515,keypoint,3
17,2,-1.6921631115448401,31.40068656588192,1102.7069747884952,929,402,keypoint,3
17,3,9.779244020752339,-57.411511724120686,181.4287033193282,852,319,keypoint,4
17,4,0.8461393629039619,-50.97466781849794,64.67983101568541,944,310,keypoint,4
17,6,3.251209775900929,-32.84382895415228,19.400825649102163,887,277,keypoint,4
17,7,4.846458274396369,-27.29968811625214,15.676187255657245,822,254,keypoint,4
18,1,5.593369040948107,1.4782287634077071,29.89475405623147,1195,516,keypoint,3
18,2,-1.210785031059096,27.32510800685448,853.2217297700874,933,407,keypoint,3
18,3,10.20026747754129,-60.027902145951565,197.69594012653874,853,321,keypoint,4
18,4,1.0131902114412095,-50.91600677176272,63.477183991218034,942,310,keypoint,4
18,6,3.2435340272332827,-33.15060581669487,22.0332176053029,888,278,keypoint,4
18,7,4.947662216954699,-27.832998674520514,23.970773591204434,823,257,keypoint,4
19,1,5.635509330197065,1.4707472466252507,29.55437287191649,1197,516,keypoint,3
19,2,-1.1106133745004065,24.69405613586634,675.713875617196,933,411,keypoint,3
19,3,10.669748330645747,-62.945424168747856,210.57759997838983,854,323,keypoint,4
19,4,1.1172588578988207,-51.83062327844598,61.603893447420695,941,311,keypoint,4
19,6,3.235654356795759,-33.46553282634066,24.311938418376357,889,279,keypoint,4
19,7,4.923399165342498,-28.025496189310886,22.66898947116441,825,258,keypoint,4
20,1,5.677612662425955,1.4632722911305986,29.526614683352975,1199,516,keypoint,3
20,2,-0.7667361608518863,22.32131003455184,515.9718307575837,937,415,keypoint,3
20,3,11.196563156204693,-66.21924001307961,231.4889847361026,855,325,keypoint,4
20,4,1.0965081863916326,-50.886749095640525,68.17283310872027,941,310,keypoint,4
20,6,3.251209775900929,-32.84382895415228,27.864752252632073,887,277,keypoint,4
20,7,4.934621563827305,-28.21740844275339,21.774426028136446,826,259,keypoint,4
21,1,5.710046405999558,1.5262631919742093,17.53996275818637,1199,515,keypoint,3
21,2,-0.4778650088916587,20.725883421570636,381.6843277339501,941,418,keypoint,3
21,3,10.99343174221997,-66.33296696864653,213.8664174551733,857,325,keypoint,4
21,4,1.2168922236744415,-49.066007880781164,83.5630146881047,939,308,keypoint,4
21,6,3.251209775900929,-32.84382895415228,27.423997407949077,887,277,keypoint,4
21,7,4.946078175205406,-28.413325929497702,21.18703596757749,827,260,keypoint,4
22,1,5.8157270276175534,1.5074251030264822,7.202415747648983,1204,515,keypoint,3
22,2,-0.21064056184385416,18.8574034729251,312.4581560946462,945,422,keypoint,3
22,3,11.956351450104174,-77.0778962187642,314.6042188183431,865,330,keypoint,3
22,4,1.454816435325781,-48.98667223069774,75.21428964376746,936,308,keypoint,4
22,6,3.2970693201274366,-32.8357812865264,25.216451840439646,886,277,keypoint,4
22,7,4.946078175205406,-28.413325929497702,18.538656471630304,827,260,keypoint,4
23,1,4.378204743328538,1.2932494533156351,20.97922414413523,1145,522,keypoint,2
23,2,0.02541331227082593,17.20687360765228,291.8243920515009,949,426,keypoint,3
23,3,13.782734017109405,-88.50584141148701,398.52003018363826,866,334,keypoint,3
23,4,1.5058945267865718,-48.13867971605676,73.94700006145806,935,307,keypoint,4
23,6,3.2970693201274366,-32.8357812865264,24.770789400137534,886,277,keypoint,4
23,7,4.994504168281295,-28.608423295736998,18.48898134486299,827,261,keypoint,4
24,1,4.354281710537185,1.2333746827905159,19.4250903446445,1145,523,keypoint,2
24,2,0.08544442838161424,15.45684198524666,249.75380232933276,950,431,keypoint,3
24,3,14.232944179858666,-92.08467669993757,425.68200964697445,867,335,keypoint,3
24,4,1.5548279534264287,-47.32629267653346,80.19918747738298,934,306,keypoint,4
24,6,3.3428861388346247,-32.82774111659342,16.782034408407057,885,277,keypoint,4
24,7,5.056918610455817,-29.015970264567812,20.846014910009227,828,263,keypoint,4
25,1,4.375004270392123,1.229794635722808,18.91973818099912,1146,523,keypoint,2
25,2,0.23138213433745766,13.896755221832562,217.34416913699079,953,436,keypoint,3
25,3,14.87409684986263,-95.86570054699065,435.32888942524426,867,336,keypoint,3
25,4,1.70604405215351,-47.27832771925011,79.90576048747204,932,306,keypoint,4
25,6,3.3364183201759294,-33.13401772163847,19.384823803953893,886,278,keypoint,4
25,7,5.108048950208188,-29.223599448831177,21.277116477840007,828,264,keypoint,4
26,1,5.62462588841543,1.4047173010737135,31.32233716809526,1198,517,keypoint,3
26,2,0.27452012983311014,13.061607913555024,184.64805162424148,954,439,keypoint,3
26,3,15.219787875624059,-91.22099811236546,436.14384368873857,860,335,keypoint,4
26,4,1.749790934656724,-46.50148720589176,67.17292174692417,931,305,keypoint,4
26,6,3.3428861388346247,-32.82774111659342,19.49563916974975,885,277,keypoint,4
26,7,5.145872640708143,-29.218252613142276,19.906890037440455,827,264,keypoint,4
27,1,5.729191133726801,1.3862269660806243,31.706469553671766,1203,517,keypoint,3
27,2,0.527014365640263,11.982975772736657,154.68687485294373,960,443,keypoint,3
27,3,15.462083121189488,-95.32167782316758,450.72167065753246,863,336,keypoint,4
27,4,1.749790934656724,-46.50148720589176,65.40241039702872,931,305,keypoint,4
27,6,3.349188863934919,-32.5292823396685,19.412163620809338,884,276,keypoint,4
27,7,5.198466477729534,-29.43014127936355,16.661792518292298,827,265,keypoint,4
28,1,5.750076861880586,1.3825337302546286,31.490574437348098,1204,517,keypoint,3
28,2,0.6805492197987865,11.244663843667972,135.89836453105073,964,446,keypoint,3
28,3,15.462083121189488,-95.32167782316758,421.17112578111255,863,336,keypoint,4
28,4,2.0442960967843065,-42.4191878640904,97.12631553070592,924,299,keypoint,4
28,7,5.070195599652714,-29.228950477327317,17.107611713812176,829,264,keypoint,4
29,1,5.8157270276175534,1.5074251030264822,32.47390714642303,1204,515,keypoint,3
29,2,0.895756546130722,10.328947452437081,121.32966167482677,970,450,keypoint,3
29,3,16.03554925141695,-99.55800409093344,430.7614548090671,864,337,keypoint,4
29,4,2.0442960967843065,-42.4191878640904,87.6852930048634,924,299,keypoint,4
29,7,4.9325810249056765,-28.822775985889855,19.473747649171905,830,262,keypoint,4
30,1,5.8157270276175534,1.5074251030264822,31.7654015846038,1204,515,keypoint,3
30,2,1.0552655945943807,9.499833653762732,113.55916618119498,975,454,keypoint,3
30,3,18.10925597040203,-122.89846673150628,662.7574656199779,873,341,keypoint,3
30,4,2.044219071133879,-41.27314425662482,80.89856250913442,923,297,keypoint,4
30,7,4.921020727424021,-28.618331181705287,19.558939724375072,829,261,keypoint,4
30,8,3.28401538048571,-29.933842889699154,0,877,266,keypoint,4
31,1,5.836835220294816,1.5036624641898408,30.906346002409766,1205,515,keypoint,3
31,2,1.093857031006328,8.763449550828655,102.05819205993619,977,458,keypoint,3
31,3,16.73715138073422,-116.90132759962097,616.3985815965268,875,340,keypoint,3
31,4,2.0752824795012685,-40.72153205657816,83.91539546179143,922,296,keypoint,4
31,7,4.873298019437562,-28.422987248102345,21.56982781805486,829,260,keypoint,4
31,8,3.413939568453825,-29.46308228045144,43.95243282562927,872,264,keypoint,4
32,1,5.836835220294816,1.5036624641898408,16.372449323416305,1205,515,keypoint,3
32,2,1.205186100248388,7.592821414630238,97.14404950516843,982,465,keypoint,3
32,3,18.658650729908643,-130.96714618934087,642.633471957361,876,342,keypoint,3
32,4,2.1943133131442893,-39.659206679673545,86.10983228903193,919,294,keypoint,4
32,7,4.790441163229028,-28.236253573219347,21.602560054218003,830,259,keypoint,4
32,8,3.4230954082237517,-29.02951732307672,41.490989364916906,870,262,keypoint,4
32,11,3.961402641603549,-21.862590423999347,0,801,209,keypoint,4
33,1,5.836835220294816,1.5036624641898408,15.727678073795804,1205,515,keypoint,3
33,2,1.312568170156159,6.698304227680132,88.6428346871675,987,471,keypoint,3
33,3,22.59501140156201,-160.8625784773873,908.0977619865912,878,345,keypoint,3
33,4,2.2803038736504955,-39.14775321350338,83.15755670184036,917,293,keypoint,4
33,7,4.754328870911767,-28.240973638202668,17.843769098971993,831,259,keypoint,4
33,8,3.4275262122726637,-28.81970135677794,33.956541926573806,869,261,keypoint,4
33,11,3.961402641603549,-21.862590423999347,0.0,801,209,keypoint,4
34,1,5.857934116774805,1.4999014824459445,15.731697570920637,1206,515,keypoint,3
34,2,1.4497373478451665,6.009715439212773,79.99503884585614,993,476,keypoint,3
34,3,24.291689547941562,-174.55845473390804,1007.753474938947,879,346,keypoint,3
34,4,2.22135300473227,-39.16173684370338,82.17701425926589,918,293,keypoint,4
34,7,4.718189641583152,-28.245697223993886,16.06991377242203,832,259,keypoint,4
34,8,3.4275262122726637,-28.81970135677794,25.467406444930354,869,261,keypoint,4
34,11,3.9855188644281716,-21.861038477034732,1.0874748291263294,800,209,keypoint,4
35,1,4.447950236389975,1.4114002307692386,17.241233044897903,1146,520,keypoint,2
35,2,1.6341210096213312,5.365099071880511,78.3371140306447,1001,481,keypoint,3
35,3,20.13488872287101,-139.00073757254685,1319.1766218761838,875,343,keypoint,4
35,4,2.1585633407364404,-38.24040449979547,83.63099562408618,918,291,keypoint,4
35,7,4.682023445092512,-28.25042433453384,16.05265453430892,833,259,keypoint,4
36,1,4.469008305287881,1.4077201482431094,16.393130284475095,1147,520,keypoint,2
36,2,1.7032355260221235,4.90045864391742,71.95673163779048,1005,485,keypoint,3
36,3,23.0647875734597,-159.99925206325491,1490.1176245425384,876,345,keypoint,4
36,4,2.259249968765001,-36.51258321873664,100.93852050878166,914,287,keypoint,4
36,7,4.70915959691338,-28.05307011354081,15.861581576296137,831,258,keypoint,4
36,8,3.3299572135409568,-28.230581776282154,25.748225925402597,869,258,keypoint,4
37,1,4.494008041480706,1.4696322018435664,16.848721990738344,1147,519,keypoint,2
37,2,1.6749836373072051,4.380828976691396,69.6196322289604,1006,490,keypoint,3
37,3,28.22484592592562,-212.5923044408933,2018.573427859889,883,348,keypoint,3
37,4,2.1728215240858093,-35.377645130161476,71.39167607223698,914,284,keypoint,4
37,7,4.664873713493745,-27.86884148087318,15.370323723045825,831,257,keypoint,4
37,8,3.3402736121773238,-27.848108560493994,27.19603976646196,867,256,keypoint,4
38,1,4.494008041480706,1.4696322018435664,15.437771982618662,1147,519,keypoint,2
38,2,1.7427220538652004,3.7862992085240403,66.19674442333366,1011,496,keypoint,3
38,3,27.631057255191255,-214.18552539879397,1992.8265389359913,885,348,keypoint,3
38,4,2.119087290291458,-34.67203219428157,78.46823585197829,914,282,keypoint,4
38,7,4.586308500993465,-27.69256710572916,13.011687011781206,832,256,keypoint,4
38,8,3.2794574215567374,-27.48946158328975,27.987892563030893,867,254,keypoint,4
38,11,3.749790138543491,-21.077514403889506,6.86160589023969,800,199,keypoint,4
39,1,4.494008041480706,1.4696322018435664,15.437771982618662,1147,519,keypoint,2
39,2,1.8930871914458771,3.1396839284271665,64.39224682431006,1020,503,keypoint,3
39,3,34.51623514885588,-273.43040218154937,2354.9386948275683,887,350,keypoint,3
39,4,2.14012597616203,-33.66467189062023,77.08359950974919,912,279,keypoint,4
39,7,4.509195047296642,-27.519549997609488,12.858211953385958,833,255,keypoint,4
39,8,3.2903657313631682,-27.136199250018223,28.46550148906741,865,252,keypoint,4
39,11,3.772456131575903,-21.076240693743774,5.6569938544351235,799,199,keypoint,4
40,1,5.981523293328477,1.6887662208053074,30.259058073539418,1207,512,keypoint,3
40,2,1.9710518018757215,2.4876132997036042,63.585450440961644,1027,511,keypoint,3
40,3,58.04493975360482,-475.88780076944386,4331.617825029066,890,353,keypoint,3
40,4,2.263299501357303,-33.967371509622886,74.8267461422971,910,280,keypoint,4
40,7,4.522858345256592,-27.88684160916882,14.52278047940654,835,257,keypoint,4
40,8,3.1986898447670455,-26.808157051535783,28.708782377210113,866,250,keypoint,4
40,11,3.75034526410787,-21.003219328902368,5.898914893152169,799,198,keypoint,4
41,1,4.472832641819453,1.4733472347247383,45.49898202845043,1146,519,keypoint,2
41,2,2.0301167897182366,1.9706941125185236,57.02917745428202,1033,518,keypoint,3
41,3,76.3488292244924,-643.8567728297902,5879.286579004846,892,354,keypoint,3
41,4,2.2844021433864636,-33.63844617027668,67.43303065671086,909,279,keypoint,4
41,7,4.522858345256592,-27.88684160916882,12.479872650940685,835,257,keypoint,4
41,8,3.1986898447670455,-26.808157051535783,23.825178729917972,866,250,keypoint,4
41,11,3.772866429776072,-21.001970840813467,5.2540985836517615,798,198,keypoint,4
42,1,4.469008305287881,1.4077201482431094,46.15636624106691,1147,520,keypoint,2
42,2,2.062332407537746,1.251938854097083,55.21455158338704,1040,529,keypoint,3
42,3,-2399.1235848803217,20667.305407114494,220122.29203196944,894,357,keypoint,3
42,4,2.380354060838483,-33.621004563655625,63.22195441911751,907,279,keypoint,4
42,7,4.487289495551582,-27.891349880815504,12.474212285463372,836,257,keypoint,4
42,8,3.164587546261656,-26.812047672191124,19.831797669866226,867,250,keypoint,4
42,11,3.772866429776072,-21.001970840813467,4.5035130717015095,798,198,keypoint,4
43,1,4.469008305287881,1.4077201482431094,45.94205142208529,1147,520,keypoint,2
43,2,2.1206868402905914,0.6680425112858415,54.0614206426612,1048,539,keypoint,3
43,3,-64.826625139127,581.3849138357228,422195.35040678404,897,360,keypoint,3
43,4,2.380354060838483,-33.621004563655625,62.616087531114516,907,279,keypoint,4
43,7,4.529900340388891,-28.076141860712266,14.006157424623586,836,258,keypoint,4
43,8,3.2047626133302196,-26.642872221895406,19.471973515157472,865,249,keypoint,4
43,11,3.772866429776072,-21.001970840813467,3.940573937738821,798,198,keypoint,4
44,1,4.494008041480706,1.4696322018435664,32.48215412033724,1147,519,keypoint,2
44,2,1.0602192406868018,-0.01282979945593632,59.959034682920624,999,556,keypoint,2
44,3,-46.72353792796507,432.91336770905116,423333.0630309548,899,361,keypoint,3
44,7,4.544427063877968,-28.46664375100415,17.549139201655304,838,260,keypoint,4
44,8,3.216567828451945,-26.32156523481592,22.687211345399064,863,247,keypoint,4
44,11,3.7285049328104,-20.931091412517578,4.338904367140824,799,197,keypoint,4
45,1,5.946949520529833,1.6237928690205463,46.879352013869344,1207,513,keypoint,3
45,2,1.1382339693544627,-0.3357607561064507,58.58371688600741,1005,563,keypoint,2
45,3,-33.99514487858593,339.1055977118198,424067.7173459724,903,362,keypoint,3
45,7,4.5007868967797355,-28.2741128968071,17.53117604460422,838,259,keypoint,4
45,8,3.249685928693129,-26.317949922822606,20.034637167765247,862,247,keypoint,4
45,11,3.706930202681229,-20.859840646694188,5.083359913870518,799,196,keypoint,4
45,18,3.2882830693654896,-24.369664507213205,0,849,233,keypoint,4
46,1,5.92562361540174,1.6276254584651817,46.42833833278682,1206,513,keypoint,3
46,2,1.2841258280077505,-0.8822470651566233,59.03599641260218,1017,576,keypoint,2
46,3,-20.74439123489017,213.09043440818175,424806.36074376636,905,365,keypoint,3
46,7,4.45801087631679,-28.085394468201105,17.571465227632302,838,258,keypoint,4
46,8,3.249685928693129,-26.317949922822606,16.208513948680938,862,247,keypoint,4
46,11,3.729187415452713,-20.858639919609818,5.0645946159013135,798,196,keypoint,4
46,18,3.317551184707955,-24.367047932752666,2.6446359304486498,848,233,keypoint,4
47,1,5.92562361540174,1.6276254584651817,46.42833833278682,1206,513,keypoint,3
47,2,1.291595888435167,-1.315461010296235,57.38501734589816,1021,588,keypoint,2
47,3,-16.339816886543314,170.09705128633826,425221.5421203792,906,367,keypoint,3
47,7,4.464458261626153,-28.27886123892766,17.5773067465678,839,259,keypoint,4
47,8,3.1834274284330997,-26.325182981147343,13.237367510650154,864,247,keypoint,4
47,11,3.729187415452713,-20.858639919609818,3.019053725627268,798,196,keypoint,4
47,18,3.2971961214152095,-24.127074611963796,12.159895400540833,847,231,keypoint,4
48,1,5.891578309668589,1.5633850385886185,47.15538127432335,1206,514,keypoint,3
48,2,1.3503390385083707,-1.8647225284648128,56.2702738529373,1030,605,keypoint,2
48,3,-10.754106158622948,112.09721324661378,425207.78779558744,907,372,keypoint,3
48,7,4.45801087631679,-28.085394468201105,17.618809718209693,838,258,keypoint,4
48,8,3.244153094726823,-26.477000627549028,11.338181325035517,863,248,keypoint,4
48,11,3.7508933451822837,-20.929867051263685,3.5366469467640456,798,197,keypoint,4
48,18,3.3508131484190398,-24.24225926691387,11.9181663333805,846,232,keypoint,4
49,1,5.891578309668589,1.5633850385886185,32.119685937073186,1206,514,keypoint,3
49,2,1.4060840125607337,-2.31809323775125,54.27097352511228,1039,621,keypoint,2
49,3,-8.324484494234042,91.8587859881687,423373.4250887756,910,375,keypoint,3
49,7,4.551921168761074,-28.668097445988927,19.845572201099174,839,261,keypoint,4
49,8,3.238514974861447,-26.63907795417425,9.55382056309488,864,249,keypoint,4
49,11,3.817877691058556,-20.999475587041715,3.7397272543777706,796,198,keypoint,4
49,18,3.4087817428710077,-24.237148699379755,10.24797703099306,844,232,keypoint,4
50,1,4.444296669447248,1.3465215775494246,31.51415266594424,1147,521,keypoint,2
50,2,1.455740011584115,-2.6490612008092365,52.41486866627355,1047,634,keypoint,2
50,3,-6.019738409832098,70.1205772639692,421902.3922086974,913,380,keypoint,3
50,7,4.58895783060385,-28.663103735597822,20.21929020493715,838,261,keypoint,4
50,8,3.339633339669442,-26.62771074517905,10.57137336967463,861,249,keypoint,4
50,11,3.8403678009575684,-20.998228820566982,3.7394162198531102,795,198,keypoint,4
50,18,3.466682009187265,-24.232044155720395,9.244628772733353,842,232,keypoint,4
50,22,9.573691335957248,-3.4460252140713745,0,1684,623,keypoint,3
51,1,4.444296669447248,1.3465215775494246,30.856768453327756,1147,521,keypoint,2
51,2,1.5581380346622131,-3.043141161284718,49.29176264594527,1061,651,keypoint,2
51,3,-4.984321895733979,58.6066294069951,207473.4561481835,914,384,keypoint,3
51,7,4.605227508357873,-29.078817563061165,24.021076790875952,840,263,keypoint,4
51,8,3.4028087176752377,-26.784869791207722,11.921953265159335,860,250,keypoint,4
51,22,9.423600978049514,-3.205240104117123,25.535996870529218,1647,614,keypoint,3
52,1,4.444296669447248,1.3465215775494246,30.856768453327756,1147,521,keypoint,2
52,2,1.5977203270770548,-3.4063144933955996,47.07695206954375,1071,669,keypoint,2
52,3,-4.353419038516225,51.92736531773634,5329.482014432212,915,387,keypoint,3
52,7,4.6136291495339234,-29.293491661901843,24.27304986783267,841,264,keypoint,4
52,8,3.436746271413586,-26.780997965748647,10.524726986983431,859,250,keypoint,4
52,22,9.821252233687076,-3.129589854053484,30.98324479444852,1666,609,keypoint,4
53,1,4.444296669447248,1.3465215775494246,30.18907921492889,1147,521,keypoint,2
53,2,1.7262235221631526,-3.7241259981558907,37.902734639219766,1089,686,keypoint,2
53,3,-3.372485181877692,46.17227130331392,3892.151690251203,920,390,keypoint,3
53,7,4.622216523058194,-29.512911491206417,22.561207977049133,842,265,keypoint,4
53,22,10.292183709909901,-3.656072295427636,41.846631344347365,1761,628,keypoint,2
54,1,4.444296669447248,1.3465215775494246,15.578109182634948,1147,521,keypoint,2
54,2,1.7771685983148646,-4.077876230241415,38.154524172800066,1103,708,keypoint,2
54,3,-2.8740708871032052,41.57396452638487,2991.7304525299664,922,393,keypoint,3
54,7,4.7290120273381175,-30.18923306806596,27.434075291520262,843,268,keypoint,4
54,22,9.891200621218015,-3.8020342951190087,40.986236369348745,1751,637,keypoint,2
55,1,4.419868182329112,1.2860242270105744,16.013866028338356,1147,522,keypoint,2
55,2,1.864682805861903,-4.354936176252998,35.40380182241975,1120,727,keypoint,2
55,3,-2.3880075538996515,36.541049586549796,1775.1945685127005,924,397,keypoint,3
55,7,5.185312086791029,-32.50442277785873,49.09629231529425,844,277,keypoint,4
55,22,9.234477828740928,-2.3806285471334117,60.97309874980707,1558,586,keypoint,4
56,1,5.845657391777133,1.4334379097048575,30.347761743125393,1207,516,keypoint,3
56,2,1.896164106588878,-4.728563716720087,34.82053316031535,1137,757,keypoint,2
