frame,id,x,y,width,height,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf
39,11,804.3466186523438,196.76849699020386,12.985198974609375,9.686285018920898,269.71017,118.33408,0.6288178,268.8602,117.75168,0.60450906,266.91132,118.39914,0.54277486,266.46713,117.97693,0.6035761,266.11725,117.05925,0.059332278,267.78558,120.17444,0.055237558,269.65335,115.76442,0.04370997,267.3528,115.02504,0.05077284,268.07086,114.55095,0.03499242,260.87378,119.05886,0.042888716
40,1,1158.7348937988281,475.39318084716797,117.23931884765625,89.22259712219238,369.24454,287.59924,0.77054644,383.8082,308.93042,0.6789416,378.89835,289.13318,0.1873214,402.3921,303.7533,0.30815932,396.6534,329.03214,0.028485714,381.1289,315.693,0.0105073,387.31845,291.49234,0.0031549628,374.77606,296.32693,0.006340793,381.69955,293.5826,0.009327899,362.21976,289.36014,0.0037624245
40,2,986.7952880859375,473.86094856262207,91.87930297851562,88.600341796875,315.3283,286.03064,0.9150238,324.04138,306.7351,0.9213505,325.98282,291.87543,0.024979547,342.34778,303.233,0.3536007,355.26138,286.47455,0.0043082503,334.84125,307.83517,0.0035080996,330.29993,305.56134,0.0005368873,311.41315,293.05554,0.0023904913,338.45248,291.4101,0.00071469246,307.83923,293.56412,0.001689836
40,3,871.9260864257812,339.170711517334,38.17620849609375,34.604461669921875,285.58926,204.07104,0.74954593,288.13162,210.0907,0.7728543,291.37717,204.5,0.27204,296.7836,209.34193,0.57347584,299.46628,204.76239,0.04309764,292.40622,211.93446,0.04939679,292.18378,209.5298,0.024199924,284.11642,203.9981,0.040589333,294.2841,201.14488,0.02245958,282.7372,206.81172,0.03408582
40,4,916.8396606445312,273.2878646850586,22.074188232421875,20.261149406433105,307.9774,167.73079,0.6670348,307.7905,165.65633,0.63535774,304.11874,167.16394,0.53725326,302.82513,165.75493,0.6096286,300.66815,164.49063,0.06951179,306.31992,168.80252,0.07665315,308.7559,164.26929,0.063604176,304.3413,163.91295,0.07701976,307.7475,160.96408,0.04995829,301.3059,165.84991,0.053704668
40,7,830.736328125,249.32539558410645,19.42584228515625,19.571070671081543,274.17978,152.5333,0.65996504,275.85873,153.82948,0.6653062,277.34274,151.52519,0.4149698,279.3534,153.6217,0.547496,281.00363,151.21965,0.04750639,277.11697,156.66246,0.03474997,278.11957,153.4031,0.025541628,274.58658,150.15443,0.03723064,278.5621,147.82567,0.022754189,268.1056,152.8356,0.026409611
40,8,871.2902526855469,248.199125289917,21.4969482421875,14.489670753479004,293.17282,149.5132,0.66482085,291.0456,147.85983,0.61242765,289.5646,149.16512,0.5509373,288.31638,147.92674,0.59224886,288.6608,147.5042,0.059278477,290.6049,150.63066,0.062247008,293.40466,146.56253,0.043110542,289.55063,146.07,0.05913978,292.8174,144.5596,0.0380682,284.3364,150.51027,0.045165244
40,11,803.8897705078125,196.31898021697998,13.214080810546875,9.86149549484253,269.55103,118.2318,0.6321791,268.6822,117.62036,0.6100374,266.7138,118.224174,0.5424473,266.30716,117.88534,0.6062511,265.91824,116.97765,0.060511418,267.75677,120.05852,0.057312652,269.55353,115.75658,0.04527836,267.16202,114.94656,0.052750796,268.11475,114.30546,0.036185116,260.9273,118.95777,0.044188883
41,1,1159.3427124023438,475.2864761352539,117.52194213867188,89.08355140686035,368.7568,287.06256,0.7870009,382.22745,308.0918,0.6472963,380.96652,287.7552,0.18118326,403.77817,303.6335,0.2915306,403.44717,327.90787,0.028141601,394.42453,311.23358,0.01037354,387.73322,297.03305,0.004953734,371.40067,296.66595,0.0058435523,384.215,290.10538,0.007239303,377.90768,290.46786,0.0047998
41,2,992.9768371582031,481.4911079406738,94.38153076171875,89.46855354309082,316.32318,292.30185,0.83212024,326.17667,312.0766,0.8534368,328.55743,299.23895,0.04795708,344.45245,307.14154,0.3218848,356.25592,293.81586,0.00148806,332.02896,312.0055,0.00086157484,338.071,314.24524,0.00014024001,316.89053,301.91232,0.0005883547,347.9382,299.9421,0.00015938522,311.18387,299.94937,0.0004307644
41,3,874.4141235351562,340.87855339050293,38.73358154296875,34.6259880065918,285.89142,204.97562,0.7588409,288.7274,211.02647,0.78138113,291.67398,205.3325,0.26660055,297.63303,210.26923,0.56777227,300.63083,205.29558,0.039890792,293.11536,213.07422,0.042150512,292.08502,210.75117,0.021129131,284.55746,205.01352,0.03529719,294.56546,202.20819,0.019224979,282.6348,207.51892,0.029127998
41,4,915.8766174316406,272.432373046875,22.4512939453125,20.89998722076416,307.90436,167.32332,0.66556025,307.5653,165.24153,0.6323827,303.89426,166.86635,0.5404961,302.5017,165.33136,0.60952777,300.3625,163.96687,0.072701424,306.2023,168.39653,0.08250754,308.72308,163.87334,0.067654245,304.34064,163.5789,0.08136825,307.63455,160.66914,0.05331178,301.19202,165.79492,0.05788413
41,7,831.4765319824219,249.81612396240234,19.414306640625,18.99817657470703,274.31055,152.735,0.6586174,276.08582,154.03662,0.66399455,277.52576,151.72913,0.41485643,279.5858,153.81956,0.5460376,281.24002,151.43645,0.04625395,277.26688,156.90875,0.033147372,278.21304,153.55832,0.024259167,274.68677,150.33719,0.035721865,278.50272,148.01422,0.021748379,268.03714,152.98087,0.025136685
41,8,871.6946411132812,247.45427799224854,21.8477783203125,14.56483268737793,293.1908,149.32358,0.66525716,291.01117,147.78357,0.6145611,289.60556,148.9548,0.5504124,288.41718,147.82153,0.5933512,288.7828,147.41603,0.060284678,290.6906,150.45044,0.063736044,293.37952,146.41727,0.044279538,289.49652,145.84442,0.060438957,292.8607,144.35751,0.03892635,284.34625,150.30693,0.046544313
41,11,803.3331298828125,195.96307468414307,13.321929931640625,9.994091033935547,269.32666,118.10386,0.634786,268.47363,117.51856,0.6137218,266.48654,118.08623,0.53943264,266.1189,117.773186,0.6074828,265.6759,116.88684,0.061753992,267.6527,119.94886,0.059746817,269.48016,115.69326,0.046768785,266.93365,114.838615,0.054797534,268.07535,114.07536,0.037563935,260.91696,118.88939,0.0457211
42,1,1159.219482421875,475.5446891784668,117.384521484375,89.10752391815186,368.67545,287.29642,0.78564614,382.38297,308.3095,0.6460752,380.66513,288.1023,0.18133128,403.43402,304.0168,0.29136062,403.40213,327.82468,0.02799778,394.0608,311.49408,0.010252128,387.56238,297.41913,0.0048583834,371.3001,296.9039,0.0057367077,383.64865,290.3976,0.007072673,378.04453,290.8324,0.0046541886
42,2,998.1419677734375,489.60149002075195,98.03128051757812,93.56587028503418,318.17355,296.52774,0.88008505,327.5943,318.16678,0.89194405,330.37057,302.93127,0.030027999,346.96472,313.49808,0.32837588,360.09348,298.42502,0.0019086829,335.95837,318.05002,0.0013833722,338.25803,318.34528,0.00019047216,315.87067,305.27527,0.0008886013,347.9432,303.4843,0.00024221459,311.50848,304.15088,0.00067660684
42,3,875.7811889648438,343.59612464904785,38.455902099609375,34.54310131072998,286.00198,206.20657,0.77287805,289.08542,212.80035,0.7952029,291.95587,206.65833,0.23926762,298.2749,211.94312,0.5529125,301.76855,206.58926,0.035695635,293.6585,215.09334,0.033980127,291.99686,212.65775,0.016727047,284.81326,206.63153,0.029301867,295.03265,203.66476,0.015733011,282.05396,208.72925,0.022756934
42,4,914.6580505371094,272.2921943664551,23.1046142578125,20.603047370910645,307.60477,167.06816,0.66931784,307.06134,164.90776,0.63024515,303.42648,166.58997,0.5368923,301.90833,164.93105,0.6042995,299.9269,163.51547,0.07346535,305.75778,168.095,0.086424984,308.52893,163.7294,0.06897015,304.03244,163.45891,0.083847776,307.7106,160.45384,0.055072013,300.9251,165.67358,0.060277477
42,7,832.0187072753906,250.5999298095703,19.85540771484375,18.411377906799316,274.4813,152.9668,0.65561587,276.34058,154.23518,0.6600614,277.87653,151.98409,0.41557264,279.92163,154.02174,0.5421611,281.71335,151.5841,0.04483763,277.47913,157.15686,0.031051937,278.30923,153.76138,0.022754798,274.94376,150.54169,0.03399518,278.52905,148.30855,0.020540003,268.00864,153.11401,0.023662047
42,8,872.0542602539062,247.46908378601074,21.931182861328125,14.683201789855957,293.2471,149.4058,0.6634132,291.01782,147.94951,0.61461765,289.79276,149.08214,0.5536819,288.53198,147.98688,0.5938138,289.0425,147.53207,0.058216136,290.6366,150.52068,0.06044789,293.3415,146.59572,0.042262122,289.60367,145.99101,0.057196442,293.01205,144.5497,0.036508705,284.32446,150.22134,0.044695795
42,11,802.8447875976562,196.1588716506958,13.378875732421875,10.006708145141602,269.2089,118.255684,0.6352408,268.3755,117.66001,0.6141822,266.36023,118.23798,0.5380487,266.00684,117.90593,0.6077856,265.53632,117.0392,0.061959613,267.56757,120.113976,0.059920143,269.40714,115.834724,0.046952784,266.81082,114.98799,0.055224124,268.00635,114.20281,0.03780837,260.87277,119.007126,0.04566551
43,1,1159.9635314941406,474.95153045654297,117.5518798828125,89.24216651916504,368.72736,287.2044,0.7875415,382.4102,308.36642,0.64872605,380.91815,287.9733,0.17854811,403.9121,304.02664,0.28811327,403.47543,328.23453,0.02763056,394.19025,311.54456,0.010052967,387.7661,297.1543,0.0047528897,371.40747,297.01746,0.005585781,384.0031,290.35114,0.006945337,377.82242,290.67676,0.0045703445
43,2,1005.3071594238281,497.22011375427246,102.4376220703125,96.99211120605469,320.11536,300.7126,0.90055966,330.09006,323.7851,0.91321504,331.33313,307.16956,0.020346258,349.41513,319.94333,0.32290414,361.86545,303.21643,0.0031148947,339.59644,323.70508,0.0028049026,338.83484,321.6514,0.00037376105,316.67517,309.18088,0.0016773647,346.20346,307.7049,0.0005119975,313.71466,309.79532,0.0013660307
43,3,877.7500305175781,345.0666103363037,39.40264892578125,35.65103816986084,286.65814,207.94211,0.71590394,289.41492,214.66394,0.7247746,293.57315,209.57838,0.28267038,299.0708,213.50644,0.5579052,301.28445,209.92482,0.056151185,293.7204,215.84834,0.06718133,294.5121,212.6462,0.029542912,285.0708,207.81517,0.05241567,292.78952,205.4904,0.03392942,284.30005,212.25446,0.05035783
43,4,913.9002685546875,271.38221740722656,24.097503662109375,21.059683799743652,307.35837,167.0379,0.66814536,306.8952,164.83087,0.63377434,303.25128,166.46907,0.53781456,301.87686,164.9349,0.60297704,299.95804,163.49527,0.07318791,305.75705,168.10965,0.08544109,308.49136,163.7334,0.06768622,304.06293,163.3785,0.08301708,307.69537,160.39516,0.05334882,300.76587,166.10295,0.059441138
43,7,832.4104614257812,250.32724571228027,20.155975341796875,18.666269302368164,274.1572,152.98817,0.6639796,276.23306,154.44672,0.6711744,277.88028,152.08827,0.4103097,280.2283,154.21886,0.5469354,282.1111,151.75441,0.04532874,277.7077,157.38016,0.03123416,278.2271,154.09477,0.022766184,274.5653,150.69261,0.034423433,278.59033,148.10933,0.02072028,268.1006,153.09233,0.023709634
43,8,871.033447265625,246.23384284973145,21.794036865234375,14.357963562011719,292.27063,148.66028,0.6672663,290.2783,147.173,0.611435,289.17883,148.18471,0.54193455,288.07733,147.22774,0.58544606,288.85062,146.36247,0.058039095,290.11252,149.95532,0.064007185,293.4958,146.07614,0.043304466,289.2034,145.32634,0.05906967,293.2905,143.85161,0.037607167,284.03497,150.4298,0.047277883
43,11,803.1132202148438,195.7076554298401,13.403961181640625,10.053545951843262,269.3121,118.094025,0.6333863,268.3751,117.46358,0.61210644,266.4968,118.06338,0.5422149,266.12164,117.739494,0.606879,265.71906,116.80561,0.06200003,267.60245,119.9087,0.05975389,269.45135,115.66333,0.04683593,266.9714,114.80257,0.054770496,268.09927,114.08885,0.037486333,260.8649,118.93217,0.045954015
44,1,1160.8434448242188,473.7831344604492,117.27163696289062,88.7748441696167,368.84427,286.46136,0.78890795,382.4778,307.82257,0.64952964,380.8743,287.3277,0.17678897,403.94385,303.54697,0.28575015,403.33026,327.83246,0.027708404,394.26468,311.16705,0.010346769,387.87805,296.4202,0.0049195336,371.4897,296.4804,0.0056558256,383.89655,289.654,0.0070525534,377.62006,290.01553,0.0047114077
44,2,1013.5107421875,504.6083335876465,104.7095947265625,98.41980171203613,323.14175,304.25348,0.7800534,333.04324,329.64618,0.66778165,334.59192,302.0085,0.17039308,355.51218,322.27863,0.2799116,352.054,351.1402,0.0281378,347.41638,327.72134,0.009573875,339.02344,312.6835,0.0045934888,325.56717,311.84198,0.005766974,340.34753,308.55737,0.007319757,331.5865,307.48477,0.0051555103
44,3,879.736083984375,345.3516540527344,41.146087646484375,37.56368923187256,286.21432,207.81776,0.7946757,289.9962,215.1947,0.8113276,292.9444,208.93245,0.2062249,299.96722,214.0429,0.52767015,304.5652,207.91713,0.030991776,295.3399,217.90662,0.024044124,292.14078,215.37526,0.011398628,285.40305,208.76683,0.022614261,295.58435,205.67316,0.01176616,281.5558,210.49352,0.01556659
44,7,833.2527465820312,250.53504180908203,20.482635498046875,17.206443786621094,274.95035,154.66864,0.6441544,277.32788,156.44368,0.6414901,278.5675,153.19327,0.34787506,280.967,156.25111,0.4798719,282.97284,152.35838,0.041482747,277.78854,159.65358,0.02546833,278.0888,155.2339,0.018651607,275.59943,151.87968,0.029560607,278.53122,150.7583,0.01781857,266.37787,153.79565,0.019602003
44,8,869.5153198242188,244.48948860168457,22.071258544921875,14.721877098083496,291.71973,147.84686,0.68212676,289.61795,146.70015,0.62506163,288.40402,147.37029,0.514542,287.20175,146.71207,0.5720013,287.97147,145.5301,0.061119746,289.4142,149.29166,0.073236346,292.99643,145.83647,0.047228187,288.61227,144.96812,0.06491342,293.6742,143.04088,0.041962113,283.80023,149.47266,0.053539153
44,11,803.5686950683594,195.08281230926514,12.84906005859375,9.551526546478271,269.37778,117.600975,0.63000107,268.3358,116.97844,0.60454386,266.6965,117.543106,0.5414972,266.3604,117.31998,0.5969122,266.2734,115.99825,0.06108713,267.59732,119.42868,0.058654774,269.47638,115.27221,0.045384683,267.37747,114.3049,0.052720938,268.33163,114.03021,0.03599802,260.6598,118.89156,0.04618622
45,1,1159.9288330078125,473.83169746398926,119.49600219726562,90.14763736724854,367.12515,286.3028,0.9101883,382.93945,307.32553,0.924242,378.12546,292.44287,0.01933739,402.34854,304.39822,0.30716342,413.5318,285.9209,0.004356132,394.88843,309.09216,0.0033006289,388.04465,304.93854,0.00046020036,363.9468,293.06277,0.0025539899,389.2438,289.87625,0.0007030281,363.15625,296.20767,0.0014791222
45,2,1021.276611328125,512.209550857544,110.57656860351562,101.8307991027832,323.92398,309.17853,0.931217,335.16043,334.0069,0.94312346,334.5998,315.5298,0.0106168445,355.73605,330.14722,0.28071555,369.39023,312.08435,0.0039375275,348.21866,334.73538,0.0026616086,340.46304,329.4223,0.00034181017,319.4478,316.43814,0.001995793,344.96594,315.06384,0.000585809,314.78705,319.6142,0.0011616284
45,3,881.1963500976562,346.4158945083618,41.848388671875,39.031986236572266,287.57333,209.37836,0.7288019,290.7122,216.31444,0.7448161,294.66855,210.8491,0.27162266,301.043,215.0314,0.55673426,303.93555,211.46854,0.04983419,295.67612,217.65681,0.052030202,294.98438,213.97366,0.0227558,285.53152,209.02089,0.04326458,292.66525,206.47305,0.026505832,284.11017,213.39537,0.037889577
45,7,833.367919921875,250.55237102508545,20.532073974609375,16.648509979248047,275.20706,153.61324,0.65075946,277.4469,155.26607,0.6454355,278.5909,152.48862,0.37272936,280.78357,155.05658,0.4987488,282.89554,151.21495,0.04188399,277.95923,158.38377,0.0270431,278.3258,154.39166,0.019486805,275.72012,151.16159,0.02950478,278.58557,149.87518,0.018017378,266.89175,153.29909,0.020945204
45,8,868.3576354980469,243.69803524017334,22.87811279296875,15.371194839477539,291.64664,147.66779,0.683471,289.69632,146.37978,0.62004083,288.06726,147.11629,0.51689506,286.93872,146.35132,0.568706,287.75848,144.92375,0.060329616,289.4223,149.01534,0.07230343,293.13358,145.47293,0.04678217,288.51068,144.57693,0.06358322,293.6655,142.92006,0.04099763,283.58395,149.49347,0.053332146
45,11,803.9529418945312,194.5270414352417,12.571746826171875,9.1000657081604,269.6783,117.01302,0.629413,268.52948,116.34053,0.5979932,266.87137,116.90221,0.54456633,266.5266,116.67709,0.59204787,266.54385,115.15499,0.061724324,267.7228,118.77184,0.060094584,269.63968,114.67092,0.046089727,267.70987,113.694695,0.052512564,268.5019,113.66693,0.03648577,260.61722,118.555115,0.048103526
45,18,852.0807495117188,226.99851608276367,15.813720703125,14.649856567382812,286.26395,140.1059,0.6442131,285.08078,138.82736,0.6331248,283.08707,139.2576,0.5336565,283.3035,138.66425,0.5801352,282.14655,137.86578,0.040145136,283.4122,142.50731,0.028942378,285.19766,136.7146,0.022766033,284.24054,136.16507,0.030302498,283.51,136.1573,0.017050335,275.8327,140.88718,0.019965312
46,1,1159.2643432617188,473.7829284667969,120.15682983398438,90.62139701843262,367.1029,286.08853,0.9087188,382.95807,307.16547,0.92412657,377.86023,292.14285,0.019383447,402.1633,304.32327,0.3083894,413.0727,285.7682,0.004448063,394.67178,308.9103,0.0034831509,387.94766,304.68823,0.0004910862,363.96716,292.91116,0.002625567,389.07236,289.84232,0.0007301891,363.22043,296.10123,0.0015698943
46,2,1028.2474365234375,521.2094135284424,114.34451293945312,108.27366256713867,327.72977,312.80682,0.7715825,339.0998,341.8178,0.6769903,339.69354,309.43048,0.15298076,360.06,334.592,0.2687841,356.95758,362.94965,0.022454882,345.35828,336.4294,0.0046721664,340.84274,321.09998,0.0017116374,331.57947,319.25555,0.0033952694,343.81958,318.6109,0.004163165,332.60468,316.8117,0.002068107
46,3,883.0302429199219,348.01077461242676,42.03570556640625,40.314425468444824,287.89813,210.46756,0.7407007,291.10797,217.5952,0.759925,295.3394,211.73534,0.2528269,301.79272,216.38458,0.54760665,305.33463,212.77464,0.04482234,296.5421,219.17693,0.041745383,295.13672,215.27798,0.018217862,285.84198,210.02109,0.037370663,293.32773,207.08458,0.021866877,283.77237,214.21657,0.029640742
46,7,833.4580078125,250.34753608703613,20.664093017578125,16.921554565429688,275.19766,153.23875,0.6577298,277.4503,154.93149,0.6535966,278.59683,152.2634,0.38236973,280.815,154.71523,0.5133558,282.94977,151.04405,0.041884985,278.1123,158.0032,0.027642611,278.41846,154.1374,0.01977002,275.52454,150.90912,0.029507505,278.5991,149.32016,0.018088317,267.17557,153.04378,0.021386215
46,8,867.9812622070312,243.4607048034668,22.843963623046875,15.522703170776367,291.7255,147.60468,0.67879105,289.991,146.223,0.61137784,288.11685,147.07445,0.52812886,287.21088,146.16887,0.5685229,288.0136,144.52551,0.05812978,289.48288,148.87935,0.06864826,293.2877,145.33183,0.04467857,288.75916,144.45042,0.058942042,293.55627,143.16524,0.038154766,283.54224,149.60266,0.051747527
46,11,803.4802551269531,194.5203981399536,12.0494384765625,8.439431190490723,269.38834,116.88956,0.63123196,268.30875,116.174065,0.5956781,266.6526,116.80787,0.5386179,266.30423,116.48309,0.58711416,266.35178,114.81104,0.062317725,267.51648,118.65774,0.061465163,269.59143,114.56586,0.04646178,267.62103,113.537605,0.053485274,268.4774,113.6596,0.03714104,260.51477,118.686066,0.049066104
46,18,851.7086791992188,226.80900192260742,15.952972412109375,14.5779390335083,285.9307,139.69096,0.6482871,284.91382,138.414,0.63458085,282.79736,138.94757,0.5329595,283.12378,138.29019,0.5833878,282.06247,137.34158,0.040501565,283.2587,142.11044,0.030379876,285.21887,136.47638,0.02371919,284.04932,135.95557,0.031098051,283.5683,135.83627,0.017776344,275.97794,140.72954,0.020927511
47,1,1159.2152709960938,473.9253730773926,120.23812866210938,90.92683410644531,367.333,285.79846,0.90918225,382.94116,307.26154,0.92576647,377.92157,291.86826,0.018482786,402.05582,304.42,0.3069636,412.98785,285.77008,0.004435279,394.56842,308.9016,0.003548145,387.9065,304.55347,0.0004994572,364.17914,292.7819,0.0026126923,389.19067,289.91238,0.00073058513,363.19952,296.03098,0.0016002276
47,2,1035.8594970703125,531.5512733459473,119.48190307617188,112.54715538024902,329.977,317.64624,0.805817,340.44403,348.51376,0.67803794,329.4752,312.00525,0.13944535,355.8718,342.84253,0.19802833,344.5395,384.0993,0.044305224,349.75235,357.56543,0.05946397,345.24454,327.89246,0.040621124,332.21896,327.21802,0.019066995,337.07248,326.90604,0.039398283,321.35233,333.12033,0.044812653
47,3,885.0858764648438,350.39177799224854,43.032989501953125,41.40446662902832,288.20364,211.7367,0.75210476,291.74704,219.25911,0.7771396,295.25275,212.90395,0.23340398,302.10257,218.07288,0.5389449,305.80878,213.99783,0.039882693,297.03436,221.05852,0.034515493,295.03955,216.82224,0.015298703,286.34332,211.4997,0.0313376,293.5271,208.5935,0.017792303,283.28156,215.64165,0.0237734
47,7,833.863037109375,250.55373573303223,20.752899169921875,17.507683753967285,275.29117,153.13116,0.6645899,277.63168,154.9034,0.66553444,278.84717,152.3532,0.39377186,281.25223,154.68199,0.52998805,283.33423,151.36212,0.042041425,278.51447,157.93092,0.027646424,278.5033,154.16266,0.01981369,275.44235,150.96019,0.029409776,278.49686,148.93666,0.018028142,267.70828,152.97182,0.021333398
47,8,868.11767578125,243.72391319274902,22.44287109375,15.380181312561035,291.5935,147.60915,0.6708803,290.10638,146.40651,0.6079765,288.43555,147.24207,0.53488714,287.74942,146.30768,0.5727784,288.50897,144.54655,0.05641902,289.55707,149.02756,0.06575833,293.47943,145.45833,0.04317903,288.99835,144.5399,0.055682376,293.38837,143.46423,0.03586882,283.72797,149.84117,0.050417747
47,11,802.9690246582031,194.7769374847412,11.9388427734375,8.299703121185303,269.21564,116.92593,0.6321584,268.13342,116.184814,0.59902376,266.48184,116.79207,0.53754616,266.2038,116.57249,0.58988214,266.20538,114.95752,0.06388526,267.48456,118.69322,0.06352491,269.4902,114.58994,0.048122134,267.4214,113.55312,0.055720713,268.4142,113.53645,0.03867519,260.5197,118.72796,0.050407656
47,18,850.4493713378906,226.14668083190918,16.14569091796875,14.189898490905762,285.23416,138.73134,0.6548774,284.3712,137.4477,0.63664854,282.2647,138.05833,0.5336566,282.77734,137.4137,0.590722,281.9574,136.36377,0.04362248,283.02032,141.03726,0.035217106,285.12515,135.90045,0.027423054,283.5277,135.28377,0.034950398,283.8321,134.83797,0.02080093,276.19077,140.08257,0.024442634
48,1,1158.6060791015625,475.2373466491699,120.80511474609375,91.44060802459717,367.25677,286.68085,0.9084709,383.00644,308.04752,0.92435354,378.02728,292.7875,0.019006973,402.11148,305.00098,0.30372694,413.56247,286.54758,0.004301268,394.9008,309.55432,0.0030753142,387.98242,305.54092,0.00045421848,364.19482,293.55746,0.0024082335,389.62927,290.5479,0.00066872593,362.78738,296.4241,0.0014064902
48,2,1043.7284545898438,543.7924461364746,124.32797241210938,118.29983711242676,331.06097,326.02414,0.8089014,343.54776,358.92313,0.7079031,344.35312,321.39554,0.116823606,367.2662,352.22675,0.21374555,360.5472,387.2565,0.016522396,346.7583,355.8878,0.0033352962,346.8092,335.47406,0.0010108083,336.787,335.95856,0.0026385994,348.61874,332.55487,0.0031209965,329.66974,333.2207,0.0014303275
48,3,886.3127746582031,354.2805519104004,43.2081298828125,41.84222888946533,288.45724,214.20352,0.7753297,292.1842,221.94878,0.7923825,295.99768,216.4899,0.22616361,302.52182,220.75305,0.56045103,307.4232,213.94312,0.021533163,296.90283,223.85687,0.023823228,298.29556,223.43916,0.009930974,288.1818,216.15802,0.019074237,303.93204,214.00363,0.008496218,287.52182,218.22763,0.015286445
48,7,833.34228515625,251.31611824035645,21.004486083984375,19.247918128967285,274.44498,152.62039,0.6753507,276.61563,154.74266,0.6899595,278.2598,152.19943,0.40636784,280.96164,154.38327,0.5622059,282.64993,152.21536,0.044712316,278.23233,157.52411,0.03131851,278.37195,154.03981,0.022307076,274.46774,150.72412,0.03352556,278.26404,147.80399,0.020322906,268.65338,153.03294,0.023513382
48,8,867.2633056640625,244.90219688415527,22.817138671875,15.248087882995605,290.8075,148.11165,0.6645721,289.36557,147.15857,0.6176849,288.27182,147.84985,0.52905023,287.73505,147.01363,0.58297765,287.99423,145.77672,0.05915143,289.1609,149.78824,0.07097679,293.22604,146.1751,0.046107855,288.31827,145.2112,0.061898604,292.91537,143.50102,0.039208684,283.9681,150.15048,0.052553374
48,11,802.5770874023438,195.6532859802246,11.910552978515625,8.62483835220337,269.13577,117.35983,0.63204694,268.12778,116.64713,0.6038982,266.41754,117.30158,0.5408745,266.09213,116.99166,0.59776384,265.9281,115.649284,0.06324545,267.44037,119.140785,0.06249526,269.49176,114.93821,0.04769008,267.1943,114.00323,0.055657085,268.20364,113.71595,0.03832007,260.64066,118.91995,0.04888236
48,18,848.9643859863281,226.80699348449707,16.73638916015625,14.004632949829102,284.7259,138.91635,0.6577183,283.7384,137.70132,0.64157623,282.06396,138.0924,0.52577055,282.5152,137.57916,0.5867812,281.76688,136.76369,0.044169158,282.7322,141.24739,0.035405293,284.9502,136.26941,0.026867423,282.99976,135.43048,0.03594178,283.98892,134.58612,0.020969655,275.85666,140.09843,0.024274684
49,1,1158.8624267578125,475.76309394836426,121.16848754882812,91.85712718963623,367.29614,287.09494,0.9032939,383.2466,308.24106,0.9217826,377.81073,292.92603,0.02014434,402.0719,305.16095,0.30400673,413.22632,287.15057,0.004439606,394.97644,309.63992,0.0030278624,388.09988,305.6245,0.00047507702,364.35764,293.72168,0.0024359517,389.44232,290.7105,0.00068221317,362.81006,296.5947,0.0014101382
49,2,1052.53125,555.5273895263672,129.9503173828125,125.59252738952637,332.71628,333.13583,0.78486156,346.3357,368.16693,0.69977295,346.07086,328.67877,0.11784217,370.8341,360.7821,0.21754178,363.82825,396.19476,0.014748355,345.7157,361.01413,0.0020692744,347.24487,341.62637,0.00053002127,338.96637,342.48584,0.0016394665,350.96506,340.49875,0.0020506508,330.0661,339.3195,0.00074695237
49,3,887.9910278320312,358.1450443267822,43.290435791015625,41.96901798248291,290.38684,216.44247,0.7084419,293.37387,224.02672,0.730505,297.11298,217.96996,0.27309233,303.5368,222.65805,0.53813446,306.44022,219.64508,0.043524757,297.44873,224.98376,0.040599205,296.55838,220.33743,0.01777213,288.1651,215.867,0.033007726,292.5325,214.38982,0.020617185,284.7507,220.98622,0.03130303
49,7,833.4872131347656,254.1276741027832,21.525146484375,19.33971405029297,274.5776,154.16182,0.6648264,276.58783,156.10455,0.68715286,278.47583,153.48721,0.40537232,281.0902,155.86317,0.55439,282.65643,153.9808,0.04260969,278.1209,159.10036,0.027004203,278.03043,155.28181,0.020343356,275.0389,151.97108,0.031299893,278.2906,149.2063,0.01828516,268.5595,154.2211,0.020284617
49,8,867.4473266601562,245.8447208404541,22.130767822265625,14.664765357971191,290.89447,148.69162,0.65434223,289.39413,147.51259,0.6166094,288.4786,148.40031,0.5453278,287.84424,147.57837,0.5901575,287.93808,146.49773,0.059031915,289.24832,150.24768,0.068206504,293.12164,146.5098,0.046123758,288.4268,145.66237,0.0617084,292.77792,143.73293,0.038076647,284.1149,150.45726,0.050755553
49,11,801.9467468261719,196.21593189239502,12.91278076171875,9.588991641998291,268.8147,117.84915,0.63583595,267.91345,117.05954,0.6112229,265.93576,117.767,0.54071444,265.60455,117.34564,0.60900617,265.07626,116.44298,0.06617382,267.3282,119.594765,0.06670744,269.37366,115.32791,0.051305678,266.43115,114.48881,0.06082298,267.87186,113.56651,0.04218039,260.7564,118.848305,0.05060819
49,18,847.2568359375,226.927396774292,18.025177001953125,14.02379035949707,284.55417,139.09659,0.65816915,283.7034,137.71199,0.6372653,281.56415,138.35742,0.5273482,281.7037,137.42598,0.58830655,280.83896,136.62924,0.044810906,282.68826,141.22122,0.035865728,284.98682,136.00414,0.027147222,282.4699,135.2036,0.037023693,283.56143,134.40999,0.021212421,275.54953,139.94485,0.024409698
