frame,track_id,world_x,world_y,yaw_deg,speed_kmh,method,confidence,discrepancy_m,pos_3d_x,pos_3d_y,pos_2d_x,pos_2d_y
1,1,4.709802436978235,2.310905367013068,28.631853785900788,0,fused,0.914065,0.0,4.709802436978235,2.310905367013068,4.709802436978235,2.310905367013068
1,2,72.17666120752652,-459.1968704143658,55.54427452281231,0,fused,0.85161334,0.0,72.17666334806198,-459.1968840327178,72.17666334806198,-459.1968840327178
1,3,6.933129613669794,-36.84186165072878,54.501789336149436,0,fused,0.81893367,0.0,6.933129613669794,-36.84186165072878,6.933129613669794,-36.84186165072878
1,4,-4.486434972159802,-69.94218035392828,15.636530564280566,0,fused,0.79389614,0.0,-4.486434972159802,-69.94218035392828,-4.486434972159802,-69.94218035392828
1,5,2.8577376730368886,-27.57479440528621,19.852115387380348,0,fused,0.5281602,0.0,2.857737604709505,-27.574793745983722,2.857737604709505,-27.574793745983722
1,6,2.120419687211476,-33.04403057495812,28.068646545496627,0,fused,0.47985405,0.0,2.120419798815713,-33.04403231416752,2.120419798815713,-33.04403231416752
2,1,4.706654103281028,2.244548519957357,28.013637589782295,5.978834298220355,fused,0.914239,0.0,4.706654103281028,2.244548519957357,4.706654103281028,2.244548519957357
2,2,301.0593611195429,-1931.0379504900975,54.52886678135123,134057.81584104613,fused,0.8840722,0.0,301.059369720217,-1931.038005656055,301.059369720217,-1931.038005656055
2,3,7.097174186111853,-37.66969052628173,54.67294794949995,75.95334935649855,fused,0.77900255,0.0,7.09717395601287,-37.669689304984736,7.09717395601287,-37.669689304984736
2,4,-4.671560789343334,-73.34404415998418,28.13637137618094,306.6207531747356,fused,0.76902497,0.0,-4.671560789343334,-73.34404415998418,-4.671560789343334,-73.34404415998418
2,5,2.860943331678862,-27.60103399238218,17.132134566925217,2.3791209814125347,fused,0.45919108,0.0,2.8609434890350656,-27.601035510480727,2.8609434890350656,-27.601035510480727
2,6,2.150749492171872,-33.12066042915704,25.13887706667964,7.417240467331211,fused,0.5381747,0.0,2.1507494417052007,-33.12065965199099,2.1507494417052007,-33.12065965199099
3,1,4.743530982496545,2.263078329600237,26.28151062599286,4.846591773050105,fused,0.9117209,0.0,4.743530982496545,2.263078329600237,4.743530982496545,2.263078329600237
3,2,-648.5777570964702,4197.459210220706,57.10202751366596,346102.5243963489,fused,0.88083994,0.0,-648.5777570964702,4197.459210220706,-648.5777570964702,4197.459210220706
3,3,7.1254694322631185,-37.99019727508561,54.94184755084453,52.455573942067176,fused,0.7508093,0.0,7.1254694322631185,-37.99019727508561,7.1254694322631185,-37.99019727508561
3,4,-4.2357281206705775,-68.77995969079251,30.29496816644344,359.62846775467926,fused,0.82210696,0.0,-4.2357281206705775,-68.77995969079251,-4.2357281206705775,-68.77995969079251
3,5,2.8687535657216046,-27.43717602012267,23.196991104996386,8.57154061316134,fused,0.3735169,0.0,2.8687535657216046,-27.43717602012267,2.8687535657216046,-27.43717602012267
3,6,2.1432882376529343,-32.827591831393136,29.863309257593848,16.900980464551292,fused,0.70705396,0.0,2.1432883142119055,-32.82759300400568,2.1432883142119055,-32.82759300400568
4,1,4.755264453809061,2.249320877299977,25.24196206773483,3.773507178010883,fused,0.9150885,0.0,4.755264298941053,2.2493208040447783,4.755264298941053,2.2493208040447783
4,2,-100.40084065675157,658.9339942968713,63.14832840958687,338157.0473933337,fused,0.8915693,0.0,-100.40084065675157,658.9339942968713,-100.40084065675157,658.9339942968713
4,3,7.246088734572559,-38.53951408366941,55.28509101757344,51.84249497517172,fused,0.76915115,0.0,7.246088972508475,-38.53951534917069,7.246088972508475,-38.53951534917069
4,4,-3.7150460899957953,-65.7601561627314,18.952802425548402,331.68321421776375,fused,0.84635276,0.0,-3.71504597913427,-65.76015420036781,-3.71504597913427,-65.76015420036781
4,5,2.9135917270286775,-27.42110212748058,24.731899468355437,7.143327749430299,fused,0.4106025,0.0,2.9135917270286775,-27.42110212748058,2.9135917270286775,-27.42110212748058
4,6,2.1723043357298155,-32.73616639148718,35.28931724593461,14.144904454194993,fused,0.72813094,0.0,2.1723043357298155,-32.73616639148718,2.1723043357298155,-32.73616639148718
5,1,4.733026561033584,2.192449397346273,23.60229923970322,4.204084571437731,fused,0.91705537,0.0,4.7330264072204296,2.192449326096397,4.7330264072204296,2.192449326096397
5,2,-44.85171441377834,296.19325773566436,58.07012923085601,261874.59725502692,fused,0.88173574,0.0,-44.851715698499,296.19326621974585,-44.851715698499,296.19326621974585
5,3,7.4305580609132456,-39.21350201007704,56.55205763921231,54.60434345301344,fused,0.79209405,0.0,7.4305580609132456,-39.21350201007704,7.4305580609132456,-39.21350201007704
5,4,-3.3460649918079683,-65.23197896908538,16.221654022806206,263.2590857336887,fused,0.7890128,0.0,-3.3460650989151057,-65.23198105715316,-3.3460650989151057,-65.23198105715316
5,5,2.9458642881688317,-27.437044098290404,26.66522022713941,6.167391003993979,fused,0.34121442,0.0,2.9458642881688317,-27.437044098290404,2.9458642881688317,-27.437044098290404
5,6,2.257381602703071,-32.887452149052606,37.96413092055331,14.513937027356736,fused,0.75757873,0.0,2.2573816027030706,-32.887452149052606,2.2573816027030706,-32.887452149052606
6,1,4.717134683006068,2.154284372022982,23.017363894894867,4.107414945148146,fused,0.92006963,0.0,4.717134683006068,2.154284372022982,4.717134683006068,2.154284372022982
6,2,-30.3980225946658,204.3918583784182,58.5005030950607,211172.4585985349,fused,0.8637615,0.0,-30.398020817002102,204.39184642566744,-30.398020817002102,204.39184642566744
6,3,7.498909458398729,-39.6168032080098,59.81528958373195,51.04641584683329,fused,0.8035277,0.0,7.498909694101844,-39.61680445323139,7.498909694101844,-39.61680445323139
6,4,-2.7337099209998335,-62.05366215504712,9.218943599587613,268.8691187722844,fused,0.7479942,0.0,-2.7337099209998335,-62.05366215504712,-2.7337099209998335,-62.05366215504712
6,5,2.961331170339403,-27.354745935421757,24.47875094618595,6.4412139363550285,fused,0.3617384,0.0,2.961331170339403,-27.354745935421757,2.961331170339403,-27.354745935421757
6,6,2.292104370886587,-32.789207959472556,38.85593115721144,13.486745425614895,fused,0.7509005,0.0,2.2921042937926677,-32.789206856622016,2.2921042937926677,-32.789206856622016
7,1,4.681945389761063,2.061055839233696,24.147444619529853,4.917574953443581,fused,0.92477643,0.0,4.681945389761063,2.061055839233696,4.681945389761063,2.061055839233696
7,2,-22.54252169187105,153.25314749296828,59.65425034214616,176753.12695010597,fused,0.87953657,0.0,-22.54252169187105,153.25314749296828,-22.54252169187105,153.25314749296828
7,3,7.670445599039495,-40.61137387436922,60.26226334949405,57.67750340769316,fused,0.8131264,0.0,7.670445599039495,-40.61137387436922,7.670445599039495,-40.61137387436922
7,4,-2.246906853597563,-60.055991170603825,6.467881757677764,254.89953442876458,fused,0.795642,0.0,-2.24690692492152,-60.05599307697166,-2.24690692492152,-60.05599307697166
7,5,2.9867067294565572,-27.383291734273687,26.065226798514153,5.940588279628806,fused,0.36293268,0.0,2.9867067294565572,-27.383291734273687,2.9867067294565572,-27.383291734273687
7,6,2.368534355152496,-32.749270946228535,36.38100353232951,12.532482330243397,fused,0.76239043,0.0,2.3685342766885102,-32.74926986132203,2.3685342766885102,-32.74926986132203
8,1,4.6449484604540565,1.9460905154442578,24.572746194698304,5.767842976004611,fused,0.93115914,0.0,4.644948311789622,1.9460904531584329,4.644948311789622,1.9460904531584329
8,2,-16.311077036945058,113.50950228392635,60.21800523856565,152019.91276713202,fused,0.88568985,0.0,-16.31107796719379,113.50950875756817,-16.31107796719379,113.50950875756817
8,3,7.952879756776814,-42.263139209221535,62.13415142838946,70.98306265323363,fused,0.83925414,0.0,7.9528795174457745,-42.26313793737015,7.9528795174457745,-42.26313793737015
8,4,-2.0015350374214615,-60.8596737902303,16.501689378687413,229.2892411534151,fused,0.8124537,0.0,-2.0015350374214615,-60.8596737902303,-2.0015350374214615,-60.8596737902303
8,5,3.004526214913978,-27.469144215560416,25.725521488903492,6.219276438901592,fused,0.42364693,0.0,3.004526214913978,-27.469144215560416,3.004526214913978,-27.469144215560416
8,6,2.468470968886996,-32.792969311591875,31.749831214637222,12.144492176994794,fused,0.73244005,0.0,2.468470968886996,-32.792969311591875,2.468470968886996,-32.792969311591875
9,1,4.633199344482585,1.8496275945062552,22.950829835206278,6.140090396628213,fused,0.9350597,0.0,4.633199492152399,1.8496276534577796,4.633199492152399,1.8496276534577796
9,2,-13.295671268256699,94.38683318247075,59.11344576737413,133235.2119169726,fused,0.8849393,0.0,-13.295670509338647,94.38682779486227,-13.295670509338647,94.38682779486227
9,3,8.178398332885306,-43.7878732458077,64.77462698687417,79.45004868237078,fused,0.838042,0.0,8.178398332885308,-43.7878732458077,8.178398332885308,-43.7878732458077
9,4,-1.779281527190937,-60.634551238739924,23.944222378735354,204.18701396973978,fused,0.8348933,0.0,-1.779281527190937,-60.634551238739924,-1.779281527190937,-60.634551238739924
9,5,3.0328431500565314,-27.516693925741492,29.6208162199884,6.064473205390828,fused,0.578787,0.0,3.032843150056531,-27.516693925741492,3.032843150056531,-27.516693925741492
9,6,2.4993202339353107,-32.748745143100116,28.038111075288885,11.233039817626704,fused,0.72718495,0.0,2.49932032074039,-32.74874628051236,2.49932032074039,-32.74874628051236
10,1,4.607740933649353,1.7622065442298631,22.65071835134574,6.368383841866682,fused,0.93407273,0.0,4.607741080662924,1.762206600454438,4.607741080662924,1.762206600454438
10,2,-10.74379760058837,76.79097380610987,58.12487994129061,118609.09889862772,fused,0.88309824,0.0,-10.743797293320664,76.79097160992308,-10.743797293320664,76.79097160992308
10,3,8.53855030720588,-45.560105954049654,64.99360921853128,88.70683963134339,fused,0.8045611,0.0,8.538550039169793,-45.56010452385928,8.538550039169793,-45.56010452385928
10,4,-1.557790269605919,-60.718770852383855,20.562028517742238,183.8691949587039,fused,0.85817486,0.0,-1.557790269605919,-60.718770852383855,-1.557790269605919,-60.718770852383855
10,5,3.116345721176948,-27.681801404331157,33.50500816935426,7.2408633460948915,fused,0.5572722,0.0,3.116345721176948,-27.681801404331157,3.116345721176948,-27.681801404331157
10,6,2.57874587116552,-32.72845259635072,24.306597878277387,10.804693719615916,fused,0.7318738,0.0,2.57874587116552,-32.72845259635072,2.57874587116552,-32.72845259635072
11,1,4.6379724914998555,1.7253989781087682,20.974198938871893,6.180382263538031,fused,0.9313087,0.0,4.6379723430825175,1.7253989228951758,4.6379723430825175,1.7253989228951758
11,2,-8.664685702090862,63.15596093367924,57.93317399854519,103851.71219689616,fused,0.9007221,0.0,-8.664686188005621,63.15596447545957,-8.664686188005621,63.15596447545957
11,3,8.821312497635681,-47.307989203855904,64.06151364449808,97.97365187546738,fused,0.7167907,0.0,8.821312186815659,-47.30798753695313,8.821312186815659,-47.30798753695313
11,4,-1.302319486179431,-59.518893391635906,21.454386366200694,162.0679493206825,fused,0.8643273,0.0,-1.3023194100701792,-59.518889913274045,-1.3023194100701792,-59.518889913274045
11,5,3.177021672417896,-27.897892197114526,37.09513510761543,9.220994277661719,fused,0.47700256,0.0,3.1770215042017926,-27.897890719984307,3.1770215042017926,-27.897890719984307
11,6,2.596400471659383,-32.78323906458812,22.577547358244924,10.556163570587909,fused,0.6705026,0.0,2.596400471659383,-32.78323906458812,2.596400471659383,-32.78323906458812
12,1,4.615970106023945,1.6559730276245057,22.07216462725751,6.495967088567193,fused,0.9302,0.0,4.615970106023945,1.6559730276245057,4.615970106023945,1.6559730276245057
12,2,-7.167997149044542,53.169412972264446,60.22319582618524,41936.33377862196,fused,0.8835943,0.0,-7.167997149044542,53.169412972264446,-7.167997149044542,53.169412972264446
12,3,9.187774609004217,-49.16577913514697,65.33779037404193,113.69200502740813,fused,0.6649814,0.0,9.187774609004217,-49.16577913514697,9.187774609004217,-49.16577913514697
12,4,-1.0443743640478347,-58.98435362864167,25.092457876816894,122.15470528883596,fused,0.8505481,0.0,-1.0443743330361455,-58.98435187715819,-1.0443743330361455,-58.98435187715819
12,5,3.1919698548724575,-28.0712557511914,35.858403276010684,9.320622353739132,fused,0.42936006,0.0,3.191969667111524,-28.071254099958644,3.191969667111524,-28.071254099958644
12,6,2.6507583162474493,-32.87525509155109,20.0207560336699,8.693252646994614,fused,0.5852168,0.0,2.650758259048047,-32.87525438215223,2.650758259048047,-32.87525438215223
13,1,4.577121906059968,1.5984317508982677,22.574972093933123,7.009427002260921,fused,0.92425394,0.0,4.577121758471895,1.598431699357263,4.577121758471895,1.598431699357263
13,2,-6.020797645289009,45.022118163486454,62.900690375219234,6211.266723813835,fused,0.87555695,0.0,-6.020797992639319,45.02212076089092,-6.020797992639319,45.02212076089092
13,3,9.534413835416467,-50.85216111272075,59.142012840719076,125.28436362275718,fused,0.7104839,0.0,9.534413835416467,-50.85216111272075,9.534413835416467,-50.85216111272075
13,4,-0.7350380106082551,-57.96718745492602,29.032867344821,102.14270323075463,fused,0.7955701,0.0,-0.7350379872737041,-57.96718561469697,-0.7350379872737041,-57.96718561469697
13,5,3.2029350571531396,-28.211261731907975,35.175953450504515,10.248647096741866,fused,0.29282486,0.0,3.202934988089688,-28.211261123601194,3.202934988089688,-28.211261123601194
13,6,2.6985178438554027,-32.941457251385955,20.59309806266224,8.55037272708833,fused,0.55018556,0.0,2.6985179057929796,-32.941458007472875,2.6985179057929796,-32.941458007472875
14,1,4.5534886962661965,1.5115001197470268,23.58137510324441,7.299649005412691,fused,0.9299664,0.0,4.55348855034206,1.5115000713084854,4.55348855034206,1.5115000713084854
14,2,-5.299164180224941,40.401498330735606,61.16891296818449,2588.3389458000074,fused,0.8994506,0.0,-5.299164180224941,40.401498330735606,-5.299164180224941,40.401498330735606
14,3,10.12807313023729,-53.97985471383514,58.13382785680098,150.1319537265171,fused,0.8193365,0.0,10.12807313023729,-53.97985471383514,10.12807313023729,-53.97985471383514
14,4,-0.5321276385423839,-57.758181798409794,34.15428957918208,98.61274157139017,fused,0.59971833,0.0,-0.5321276497472481,-57.758183014607816,-0.5321276497472481,-57.758183014607816
14,5,3.232766589164302,-28.359677615241292,33.40866537400133,11.402536296341758,fused,0.14660007,0.0,3.23276665878178,-28.359678225965627,3.23276665878178,-28.359678225965627
14,6,2.762568282938554,-33.003778689265616,25.11626152013594,7.708369943631924,fused,0.47015846,0.0,2.762568357139055,-33.00377957572223,2.762568357139055,-33.00377957572223
14,7,4.890992589333848,-27.314418681119523,40.043729285051235,0,fused,0.41826135,0.0,4.890992589333848,-27.314418681119523,4.890992589333848,-27.314418681119523
15,1,4.505505219563094,1.3802810941439367,25.649464621933415,8.283404082598311,fused,0.931608,0.0,4.505505075431098,1.3802810499884737,4.505505075431098,1.3802810499884737
15,2,-4.55542076466927,35.110041303149,61.224935235996924,1712.4509822769896,fused,0.90009296,0.0,-4.5554208924923385,35.110042288321054,-4.5554208924923385,35.110042288321054
15,3,10.585242533277203,-56.40755190155773,57.01372633059687,170.74510977432993,fused,0.83684874,0.0,10.585242533277203,-56.40755190155773,10.585242533277203,-56.40755190155773
15,4,-0.40191938482594297,-58.40335492511889,36.44239416732,72.82685948533009,fused,0.6825556,0.0,-0.4019193699539562,-58.40335276405387,-0.4019193699539562,-58.40335276405387
15,6,2.8879559314543095,-33.51231417914952,23.295541766170228,11.904028304757936,fused,0.58668447,0.0,2.887955993616181,-33.51231490048607,2.887955993616181,-33.51231490048607
15,7,4.950124597917319,-27.529644824390473,41.15011921203978,20.088130480705914,fused,0.3789403,0.0,4.950124597917319,-27.529644824390477,4.950124597917319,-27.529644824390477
16,1,4.472058958448328,1.2913400701095106,26.298226416694582,8.237136796262567,fused,0.92870927,0.0,4.472058814939759,1.2913400286703507,4.472058814939759,1.2913400286703507
16,2,-3.9933743661382595,31.622429407360638,61.786095064652706,1230.3916695419737,fused,0.89598817,0.0,-3.9933744787038967,31.622430298736848,-3.9933744787038967,31.622430298736848
16,3,11.199544710915392,-59.58549314351141,56.739724173902054,193.02025715129324,fused,0.80804044,0.0,11.199545060969653,-59.58549500592246,11.199545060969653,-59.58549500592246
16,4,-0.2500307723440095,-58.47810605288742,34.53686270049203,53.95843308010577,fused,0.73211324,0.0,-0.2500307723440095,-58.47810605288742,-0.2500307723440095,-58.47810605288742
16,6,2.9819007497011385,-33.70643224130786,24.649207116831636,13.19823505486231,fused,0.6833685,0.0,2.9819008599074084,-33.70643348704354,2.9819008599074084,-33.70643348704354
16,7,4.980831645142548,-27.705688507216703,47.37921203546291,18.085642172145423,fused,0.5245574,0.0,4.9808315252348825,-27.70568784023483,4.9808315252348825,-27.70568784023483
17,1,4.4894737139572625,1.2670225636111416,24.029109498668277,7.328521131439828,fused,0.92704576,0.0,4.4894737139572625,1.2670225636111416,4.4894737139572625,1.2670225636111416
17,2,-3.458616507643255,28.856702756564673,61.76571061030369,856.2692108523125,fused,0.9073138,0.0,-3.4586165076432556,28.856702756564673,-3.4586165076432556,28.856702756564673
17,3,11.733694497435009,-62.878902084363,55.0671172789981,209.6273171811052,fused,0.8072414,0.0,11.73369449743501,-62.878902084363,11.73369449743501,-62.878902084363
17,4,-0.050111942311015845,-55.86772482005872,18.932945198489126,71.73563496317902,fused,0.7852929,0.0,-0.0501119439226916,-55.867726616849126,-0.0501119439226916,-55.867726616849126
17,6,3.034071762277134,-33.851053069592716,28.98975387593991,13.644940014823696,fused,0.7337213,0.0,3.034071866716158,-33.851054234815955,3.034071866716158,-33.851054234815955
